Winning Bidder,Award Status,Issuing Authority,Tender / RfS Number,Tender Title,Technology,Awarded Capacity MW,Capacity MW,Storage MW,Storage MWh,Tariff,Tariff Unit,Tariff Type,Tariff Status,Award Date,LOA Date,PPA Date,PPA Tenure,Expected COD,Actual COD,COD Basis,COD Source,State,Procurer / Offtaker,Project / SPV,Consortium,Lead Member,Winner Count,Project Status,Tender Details,Business Eligibility,Date Basis,Source URL,Award URL,Source Type,Evidence,Confidence,Quality Grade,Freshness,First Seen,Last Checked,Last Verified,Tender Date,Tender Deadline,TenderKey,AwardID
Verification Required,Verification Required,NHPC,GEM/2025/B/6567807 Dated: 21-08-2025,Purchase of Chhabi Electricals make 220 and 48 Volt battery Charger spares,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,e648a3b42569,
Verification Required,Verification Required,NHPC,GEM/2025/B/6558620,Supply of Internal Storage Device type SSD,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,ef05c4536b1b,
Verification Required,Verification Required,NHPC,2025_NHPC_873548_1,"Construction of Community Health Center and solar street lighting work at Jalandora village under CSR scheme, Gurez, Bandipora, J&K (PKG-550).",Solar,,,,,,,,,Unknown,,,,,Unknown,Unknown,,Jammu and Kashmir,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,d72aed6ba57a,
Verification Required,Verification Required,NHPC,"GEM/2025/B/6460470,Dated: 31-07-2025",Purchase of Microsoft Windows Server 2025 Client Access License (CAL) License & Microsoft windows Server 2025 Standard License Software,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,8b1e0ae2627b,
Verification Required,Verification Required,NHPC,2025_NHPC_871529_1,"Supply and Installation of Underground Diesel Storage Tank (2X25 KL) at DAM Site of Kishanganga Power Station, Gurez, Bandipora, J&K (PKG-543).",Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,Jammu and Kashmir,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,1c8348a48c76,
Verification Required,Verification Required,NHPC,GEM/2025/B/6420837 Dated: 26-07-2025,Purchase of Spare Robel Stator Bar & its winding hardware for Unit#2 at Uri Power Station,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,797ff1e2ee80,
Verification Required,Verification Required,NHPC,GEM/2025/B/6318858,Purchase of 120 nos. cafeteria chair and 22 nos. king size bed with storage.,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,e66aeb011d6c,
Verification Required,Verification Required,NHPC,2025_NHPC_864442_1,"Selection of developers for installing rooftop solar plants on buildings of various departments in UT of J&K through JAKEDA in RESCO mode, via tariff-based competitive bidding”",Rooftop Solar,,,,,,,,,Unknown,,,,,Unknown,Unknown,,Jammu and Kashmir,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,3a255ae2d237,
Verification Required,Verification Required,NHPC,2025_NHPC_863785_1,Selection of Roof Top Developer for Setting up Grid Connected Solar Roof Top Plants at Various locations on government buildings in the state of Nagaland on RESCO Mode through TBCB,Rooftop Solar,,,,,,,,,Unknown,,,,,Unknown,Unknown,,Nagaland,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,285bacab4214,
Verification Required,Verification Required,NHPC,NH/SPS/CD/NIT-106/25-26/323-333 (Tender ID 2025_NHPC_ 867884_1 ),“Post Monsoon Hydrographic Survey of Salal Dam Reservoir at Dhyangarh for the year 2025-26 ”.,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,NIT,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,e2abf1904ce2,
Verification Required,Verification Required,NHPC,NH/DG/CONTRACT/1069/2025-26/25,"Hydrographical Survey of Dam reservoir, River Cross-Sections and Level Marking at G&D Sites of Dhauliganga Power Station",Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,644efec4e2b9,
Verification Required,Verification Required,NHPC,NIT No. NH/TSV/CONT/EC-163/NIT-1031/2025-26/141 Dated: 08/07/2025 and E-Tender Id:2025_NHPC_865435_1,"Re-Construction of 11/0.415 KV Electrical Sub-Station with HT Line, HT & LT Panels, and other associated works at Dikchu Dam Site of Teesta-V Power Station NHPC Ltd., damaged due to land slide",Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,NIT,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,2b72e46dc113,
Verification Required,Verification Required,NHPC,NH/DG/Contract/1068/2025-26/22 Dated 02/07/2025,Re-babbiting on turbine guide bearing shells for Dhauliganga power station,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,d3c9d420f192,
Verification Required,Verification Required,NHPC,GEM/2025/B/6196209,"Supply, Transportation, Installation and commissioning of 24 W solar Street light under CSR scheme of TLD-IV PS, Kalijhora",Solar,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,358df65320e3,
Verification Required,Verification Required,NHPC,GEM/2025/B/6353880,Routine Maintenance of Hydro Mechanical Equipments of Uri-II Power Station.,Hydro,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,b178970675aa,
Verification Required,Verification Required,NHPC,NIT No. NH/TSV/CONT/EC-166/NIT-1029/2025-26/134 Dated: 02/07/2025 and E-Tender Id: 2025_NHPC_867056_1,Re- routing /construction of the damaged 11KV HT line from the DG set (Dam Office) to the SFT,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,NIT,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,505fdc8a5dab,
Verification Required,Verification Required,NHPC,GEM/2025/B/6377314,Supply and Demonstration of Automatic Battery Discharging Test Kit at Parbati-III PS,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,0222aa20f11b,
Verification Required,Verification Required,NHPC,GEM/2025/B/6381602,"Engagement of a PR agency for Strategic Communication focused on cultivating a positive public image for hydropower projects, with special emphasis on hydropower projects in Arunachal Pradesh to deal with local stakeholders of Upper Siang Multipurpose Storage Project (USMSP)",Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,Arunachal Pradesh,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,6d828bef9a4a,
Verification Required,Verification Required,NHPC,GEM/2025/B/6342587,Hiring of Service Engineer for Annual Maintenance and Servicing (AMC) of all Rexroth make Hydraulic systems of Hydro-Mechanical Equipments installed at Dam and SFT area of Uri-II Power Station,Hydro,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,3cf84185e213,
Verification Required,Verification Required,NHPC,GEM/2025/B/6295664,Purchase of Battery for 48V DC battery bank and Consumables spares for 48V /220 V DC battery bank at Uri- II Power House,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,e6b99597f1ba,
Verification Required,Verification Required,NHPC,2025_NHPC_ 864671 _1,Painting and maintenance of glass windows of Power House building at Power House Site of Parbati-H.E. Project (Stage-II) (Package No-C-817),Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,a9498df26c05,
Verification Required,Verification Required,NHPC,GEM/2025/B/6304891,Cryogenic cleaning (dry ice cleaning) of stator and rotor winding of hydro generator of Salal Power,Hydro,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,14b62e6b960e,
Verification Required,Verification Required,NHPC,2025_NHPC_864157_1,"Works of Boundary survey &amp;amp; marking, Gates chain link fencing of PSS with compound walls and gates all around the periphery of Jalaun Solar Power Park under UMREPP in Jalaun district, U.P.",Solar,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,a4c0c5735d62,
Verification Required,Verification Required,NHPC,NIT No. NH/TSV/CONT/EC-162/NIT-1015/2025-26/24 Dated: 21/04/2025 & E-Tender No. 2025_NHPC_857224_1,Internal Electrification of re-constructed Control Room of 66/11KV Switchyard,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,NIT,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,a527a95f95b0,
Verification Required,Verification Required,NHPC,GEM/2025/B/6030038,"AMC of Rope Drum Hoists, Gantry &amp;amp; EOT Cranes of various Hydro Mechanical Components for period of two years",Hydro,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,2a5cc9b74259,
Verification Required,Verification Required,NHPC,GEM/2025/B/6032743 Dated: 13-03-2025,Replacement/Upgradation of Complete CO2 Fire Fighting System for 03 Nos. of hydro-generators of Sewa-II Power Station,Hydro,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,eedd0880890d,
Verification Required,Verification Required,NHPC,2025_NHPC_853040_1,Selection of Roof Top Developer for Setting up Grid Connected Solar Roof Top Plants at Various locations on government buildings in the state of Nagaland on RESCO Mode through Tariff-Based Competitive Bidding,Rooftop Solar,,,,,,,,,Unknown,,,,,Unknown,Unknown,,Nagaland,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,fd3cc2a91f77,
Verification Required,Verification Required,NHPC,GEM/2025/B/6031101,Conducting Hydrographic Survey in the reservoir of Uri-II Power Station for the year 2025,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,0a316697f821,
Verification Required,Verification Required,NHPC,GEM/2025/B/6008423 Dated 06.03.2025,"Purchase of SF6 Gas Based Handling Unit (Recovery, Filling, Evacuation) for SF6 Gas Circuit Breakers at 132 kV Switchyard of Sewa-II Power House",Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,03d75d63ad81,
Verification Required,Verification Required,NHPC,GEM/2025/B/5977173,"Servicing of different types of Hoist Arrangements, Gantry Cranes and EOT Crane of Hydro Mechanical Division installed at Rangit Power Station",Hydro,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,1c2d029c27d2,
Verification Required,Verification Required,NHPC,2025_NHPC_849419_1,"Supply, Installation, Testing and Commissioning of ABT type energy meters along with network creation for AMR (automatic meter reading) and supply of other indicating instruments for Power House of Parbati H.E. Project Stage-II. (Package No. C-800)",Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,88d9f8be8ab5,
Verification Required,Verification Required,NHPC,2025_NHPC_848036_1,Selection of Roof Top Developer for Setting up Grid Connected Solar Roof Top Plants at Various locations on government buildings in the state of Haryana on RESCO Mode through Tariff-Based Competitive Bidding,Rooftop Solar,,,,,,,,,Unknown,,,,,Unknown,Unknown,,Haryana,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,20b15b38ae5a,
Verification Required,Verification Required,NHPC,NH/TSV/Cont/RM-202/NIT-1000/2024-25/475 Dated : 14/02/2025,"Operation &amp; maintenance of sewage treatment plant (STP), collection of hydro meteorological data/Instrumentation data for Teesta-V.",Hydro,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,NIT,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,77175682d0a2,
Verification Required,Verification Required,NHPC,NH/TSV/Cont/RM-202/NIT-1000/2024-25/472 Dated: 13/02/2025,"Operation &amp; maintenance of sewage treatment plant (STP), collection of hydro meteorological data/Instrumentation data for Teesta-V.",Hydro,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,NIT,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,dbe050648298,
Verification Required,Verification Required,NHPC,2025_NHPC_846705_1,Selection of Roof Top Developer for Setting up Grid Connected Solar Roof Top Plants at Various locations on government buildings in the state of Manipur on RESCO Mode through Tariff-Based Competitive Bidding,Rooftop Solar,,,,,,,,,Unknown,,,,,Unknown,Unknown,,Manipur,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,f3cf4f6649a4,
Verification Required,Verification Required,NHPC,NIT No: NH/TSV/Cont/RM-206/NIT-993/2024-25/337 Dated: 01/02/2025 GeM Bid No: GEM/2025/B/5898823,"Providing work assistance in collection, analysis &amp; recording of Hydro Metrological data and Dam Instrumentation data at Dam site of Teesta-V Power Station",Hydro,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,NIT,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,59f103cdc5e4,
Verification Required,Verification Required,NHPC,2025_NHPC_845421_1,Implementation of Rooftop Solar Projects on Government Buildings of allocated Central Ministries in RESCO Mode on Tariff-Based Competitive Bidding under PM Surya Ghar Muft Bijli Yojana (PMSG-MBY),Rooftop Solar,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,941209f0d46e,
Verification Required,Verification Required,NHPC,2025_NHPC_845756_1,"Construction of 15 meter height elevated steel staging and installation of 20,000 ltr water storage capacity PVC Tank with GI Pipe &amp;amp;amp;amp;amp;amp;amp;amp; fitting at 3rd bench of office cum Residential complex, Sawalkote HE Project",Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,70d1eb84d131,
Verification Required,Verification Required,NHPC,2025_NHPC_842440_1,"Selection of Roof Top Developer for Setting up Solar Roof Top Plants at Various Departments of Law, Justice & Parliamentary Affairs, Jal Shakti, Irrigation & Flood Control, Forest, Ecology & Environment and Home in State of J&K through JAKEDA in RESCO Mode on Tariff-Based Competitive Bidding",Rooftop Solar,,,,,,,,,Unknown,,,,,Unknown,Unknown,,Jammu and Kashmir,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,20e0cbb409f8,
Verification Required,Verification Required,NHPC,2025_NHPC_843297_1,Selection of Roof Top Developer for Setting up Grid Connected Solar Roof Top Plants at Various locations on government buildings in the state of Sikkim on RESCO Mode through Tariff-Based Competitive Bidding,Rooftop Solar,,,,,,,,,Unknown,,,,,Unknown,Unknown,,Sikkim,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,1e78dbc85b5c,
Verification Required,Verification Required,NHPC,GEM/2024/B/5708461,Rotational Moulded Polyethylene Water Storage Tanks as per IS 12701 (Q3),Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,030ccd820493,
Verification Required,Verification Required,NHPC,NH/DPS/CONT/NIT-229/2025/E129998 dated 17.01.2025,"Design, Manufacturing and replacement of HV and LV Windings of 48.33MVA, 11/400/√3 KV, single phase Generator transformer of Unit #2 R-Phase (S.No.217620-02) and repair as per scope of work”",Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,NIT,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,264766e5979b,
Verification Required,Verification Required,NHPC,GEM/2025/B/5793707,"Procurement of Hydrogen Fuel Cell Electric Buses (3 Nos.) and its Comprehensive Maintenance Services for 3 Years for Leh, UT of Ladakh (2Nos.) & Chamba, Himachal Pradesh (1 No.)",Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,Himachal Pradesh,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,0a0e1e4007ab,
Verification Required,Verification Required,NHPC,NH/Sewa-II/Contracts/CW-668/2024/NIT-26/600 Dated: 09.01.2025,Repair and Re-commissioning of 05 nos. STP including supply of consumables and spares and two year annual maintenance contract (AMC) of 05 nos. STP at different locations (Mashka and Sarthali) of Sewa-II Power Station (CW-668)”,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,NIT,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,d8f54c62f4f1,
Verification Required,Verification Required,NHPC,GEM/2024/B/5755907,Up-keeping & Maintenance of Hydro-mechanical Equipments of Uri-2 Power Station,Hydro,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,9ad07c51e519,
Verification Required,Verification Required,NHPC,GEM/2025/B/5772589,"Supply, installation, testing and commissioning of total 171 Nos. 20W Solar Street Lights with all accessories.",Solar,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,423efcf3de47,
Verification Required,Verification Required,NHPC,2024_NHPC_838781_1,Development of Rooftop Solar Power Projects on Buildings of NHPC Limited in Zone-IV (North East Power Stations) under PM Surya Ghar: Muft Bijli Yojana,Rooftop Solar,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,2044a8e4f03e,
Verification Required,Verification Required,NHPC,"NH/SPS/CD/NIT-12/2024-25/959-968, Dated: 14/12/2024 (2024_NHPC_ 839772_1)",Scientific Cleaning of water storage tanks related to water supply at Salal Power Station,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,NIT,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,f8a5f63a574a,
Verification Required,Verification Required,NHPC,2024_NHPC_839766_1,"Vibration analysis and dynamic balancing of all three hydro-generating units of Kishanganga Power Station, Bandipora, J&amp;K (PKG-519).",Hydro,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,82d8b54eeb4d,
Verification Required,Verification Required,NHPC,NH/Sewa-II/Contracts/MW-665/2024/NIT-24/566 Dated: 14.12.2024,"Procurement, Manufacturing, Supply, Erection, Testing and Commissioning of new expansion joint at AB-10 anchor block etc. complete in all respect at Sewa-II Power Station, Mashka, DIstt.-Kathua(J&amp;amp;K) (MW-665)",Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,NIT,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,d50acba181e8,
Verification Required,Verification Required,NHPC,GEM/2024/B/5686648 DATED 10.12.2024,"Re-certification of ISO 9001:2015, ISO 14001:2015 & ISO 45001:2018 (Latest Edition) for 03 Years, Regional Office, NHPC Limited, Banikhet.",Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,165dcbbb0d79,
Verification Required,Verification Required,NHPC,GEM/2024/B/5676331,Purchase of spare control cards for battery chargers installed at Parbati-III Power station,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,0c09b376822a,
Verification Required,Verification Required,NHPC,LTHPL/TSVI/PnC/NIT-34/2024/483,"Cleaning of jungle (bushes), removal of deposited soil and providing re-Connection of water supply pipe line from main storage water tank to Field Hostel, Type-C and administrative building at Pamphok, Teesta-VI H E Project, Sikkim",Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,Sikkim,NHPC,,,,0,Unknown,NIT,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,47d47fd0a74e,
Verification Required,Verification Required,NHPC,NH/CPS-1/P&C/W-1445/2024-25/598 Dated: 27/11/2024,Re-tubing and Repairing of Thrust bearing oil Cooler of Chamera-1 Power Station,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,0f31bfc63167,
Verification Required,Verification Required,NHPC,GEM/2024/B/5502670,Purchase of Stator Coils (TOSHIBA make) for 189 MVA Hydro Generator of Teesta-V Power Station .,Hydro,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,bcab99c95ddd,
Verification Required,Verification Required,NHPC,NIT No. NH/TSV/CONT/EC-129/NIT- 973/2024-25/332 Dated: 15/11/2024 & E-Tender id: 2024_NHPC_834734_1,"Re-construction of 11 by 0.415 KV Electrical Sub-station along with HT line, HT and LT Panels, and other associated works, at Dikchu Dam site of Teesta-V Power Station NHPC Ltd, damaged due to land slide",Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,NIT,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,997299a07105,
Verification Required,Verification Required,NHPC,"GEM/2024/B/5546207, Dated: 28-10-2024",Purchase of various types of Hydromechanical gate rubber seals,Unclassified,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,24cab9c1f9d6,
Verification Required,Verification Required,NHPC,NH/TSV/Cont/RM-202/NIT-961/2024-25/267 Dated: 22/10/2024,"Operation &amp;amp;amp;amp; maintenance of sewage treatment plant (STP), collection of hydro meteorological data/Instrumentation data for Teesta-V PS",Hydro,,,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,NIT,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,E,Fresh,,2026-09-12,,,,5c4255d16d24,
