Reason,Severity,TenderKey,Authority,Tender Title,Technology,Capacity MW,What to do,Source URL,Award URL
MATCH_UNCERTAIN,MEDIUM,T-ff2d1ff995b7,MSEDCL,"Adani Power Secures 2,500 MW RE RTC Supply Deal With MSEDCL - solarquarter.com",Round-the-Clock / CfD / Trading,2500.0,"record built from a headline, not a tender page; confirm it is a real tender",https://news.google.com/rss/articles/CBMimwFBVV95cUxPZWNZNXdpMk4xckozclFCY1l3U0hmODZvVUdib3k4Rl9xOVZjeHIwcUI0aHZBcFFqWFhIdjktaFNnMHZ0UVRNRjJYWUV5R0I1U2ZjNDJwVEN0dkJrbU8zWEJFY1lSZTEzSElDRjJpV25QZkN3a0kyTkVXVG40c0FVX1A5ZEF5dW5Ldzd1T19YdmJfemNqYjRkcE5iMA?oc=5,https://news.google.com/rss/articles/CBMimwFBVV95cUxPZWNZNXdpMk4xckozclFCY1l3U0hmODZvVUdib3k4Rl9xOVZjeHIwcUI0aHZBcFFqWFhIdjktaFNnMHZ0UVRNRjJYWUV5R0I1U2ZjNDJwVEN0dkJrbU8zWEJFY1lSZTEzSElDRjJpV25QZkN3a0kyTkVXVG40c0FVX1A5ZEF5dW5Ldzd1T19YdmJfemNqYjRkcE5iMA?oc=5
TARIFF_MISSING,MEDIUM,T-fbcb1c127eb4,SECI,"Purvah, SAEL Among Winners of SECI’s 2 GW Solar, 4 GWh Energy Storage Auction - Mercomindia.com",Solar + Storage,2000.0,winner known but no tariff; check the award article or agency release,https://news.google.com/rss/articles/CBMinwFBVV95cUxNa093ZGg5dFlMSkNKTVZKV2ZfRzEwdkhNN25DVk9Nd2RIUzA5NlhQOVRucHhIbTMtZ2ZKV3ZLdDA2UURISjJDRjlqVDhkVF9iUnhLdjdvcmJJSGx4M0hHQ3gzQVU4QlhGSmh1WmItYUV3MFd5bWllSmhKS0o0UXc0dU16ei0tTXNsUnRLWExiUm9LZUxhMDZZNHdJU2lYNXM?oc=5,https://news.google.com/rss/articles/CBMinwFBVV95cUxNa093ZGg5dFlMSkNKTVZKV2ZfRzEwdkhNN25DVk9Nd2RIUzA5NlhQOVRucHhIbTMtZ2ZKV3ZLdDA2UURISjJDRjlqVDhkVF9iUnhLdjdvcmJJSGx4M0hHQ3gzQVU4QlhGSmh1WmItYUV3MFd5bWllSmhKS0o0UXc0dU16ei0tTXNsUnRLWExiUm9LZUxhMDZZNHdJU2lYNXM?oc=5
MATCH_UNCERTAIN,MEDIUM,T-fbcb1c127eb4,SECI,"Purvah, SAEL Among Winners of SECI’s 2 GW Solar, 4 GWh Energy Storage Auction - Mercomindia.com",Solar + Storage,2000.0,"record built from a headline, not a tender page; confirm it is a real tender",https://news.google.com/rss/articles/CBMinwFBVV95cUxNa093ZGg5dFlMSkNKTVZKV2ZfRzEwdkhNN25DVk9Nd2RIUzA5NlhQOVRucHhIbTMtZ2ZKV3ZLdDA2UURISjJDRjlqVDhkVF9iUnhLdjdvcmJJSGx4M0hHQ3gzQVU4QlhGSmh1WmItYUV3MFd5bWllSmhKS0o0UXc0dU16ei0tTXNsUnRLWExiUm9LZUxhMDZZNHdJU2lYNXM?oc=5,https://news.google.com/rss/articles/CBMinwFBVV95cUxNa093ZGg5dFlMSkNKTVZKV2ZfRzEwdkhNN25DVk9Nd2RIUzA5NlhQOVRucHhIbTMtZ2ZKV3ZLdDA2UURISjJDRjlqVDhkVF9iUnhLdjdvcmJJSGx4M0hHQ3gzQVU4QlhGSmh1WmItYUV3MFd5bWllSmhKS0o0UXc0dU16ei0tTXNsUnRLWExiUm9LZUxhMDZZNHdJU2lYNXM?oc=5
TARIFF_MISSING,MEDIUM,T-75d161984b5f,MPPMCL,Adani Power Secures LoA for total 1600 MW Capacity from MPPMCL - Adani,Unclassified,1600.0,winner known but no tariff; check the award article or agency release,https://news.google.com/rss/articles/CBMirAFBVV95cUxNMGo0X0NqWDZDSFJ2bkJlby0zXzlvd29MYlROdk9EMllXaUxRSGlfT0FVUEpvOXhfb2FVV044c3JHaG5COVNIR1RMY0dzbGwtcFJTbFBKU2NucFNpMnF6UzE3TGotWE0xaldyNWRNcmRvc1NwdGowTzFueVZNS0VpUnV0YnNIcFYtWFNYYVc3MlJleldDQlVwM3Zyd2VrMWFVREkxcnpEa2VxLUJD?oc=5,https://news.google.com/rss/articles/CBMirAFBVV95cUxNMGo0X0NqWDZDSFJ2bkJlby0zXzlvd29MYlROdk9EMllXaUxRSGlfT0FVUEpvOXhfb2FVV044c3JHaG5COVNIR1RMY0dzbGwtcFJTbFBKU2NucFNpMnF6UzE3TGotWE0xaldyNWRNcmRvc1NwdGowTzFueVZNS0VpUnV0YnNIcFYtWFNYYVc3MlJleldDQlVwM3Zyd2VrMWFVREkxcnpEa2VxLUJD?oc=5
MATCH_UNCERTAIN,MEDIUM,T-75d161984b5f,MPPMCL,Adani Power Secures LoA for total 1600 MW Capacity from MPPMCL - Adani,Unclassified,1600.0,"record built from a headline, not a tender page; confirm it is a real tender",https://news.google.com/rss/articles/CBMirAFBVV95cUxNMGo0X0NqWDZDSFJ2bkJlby0zXzlvd29MYlROdk9EMllXaUxRSGlfT0FVUEpvOXhfb2FVV044c3JHaG5COVNIR1RMY0dzbGwtcFJTbFBKU2NucFNpMnF6UzE3TGotWE0xaldyNWRNcmRvc1NwdGowTzFueVZNS0VpUnV0YnNIcFYtWFNYYVc3MlJleldDQlVwM3Zyd2VrMWFVREkxcnpEa2VxLUJD?oc=5,https://news.google.com/rss/articles/CBMirAFBVV95cUxNMGo0X0NqWDZDSFJ2bkJlby0zXzlvd29MYlROdk9EMllXaUxRSGlfT0FVUEpvOXhfb2FVV044c3JHaG5COVNIR1RMY0dzbGwtcFJTbFBKU2NucFNpMnF6UzE3TGotWE0xaldyNWRNcmRvc1NwdGowTzFueVZNS0VpUnV0YnNIcFYtWFNYYVc3MlJleldDQlVwM3Zyd2VrMWFVREkxcnpEa2VxLUJD?oc=5
TARIFF_MISSING,MEDIUM,T-fc60669753ff,MPPMCL,"Adani Power bags 1,600 MW thermal project from MPPMCL; to invest Rs 21,000 cr - cfo.economictimes.indiatimes.com",Unclassified,1600.0,winner known but no tariff; check the award article or agency release,https://news.google.com/rss/articles/CBMi-AFBVV95cUxPZVo1YkROVGIzdmhTUEYyWS1EdkxmOVFJTmZ3NnRKczdyUHNQOXFqMlNzMWNWempZZ05vTFowVUdST1prQnpDVDhxck11WDRRUlhwT1ZxR25Vd01MMjhFdUVBS1ZaYktmRlJxMGQtbHNMbENDY0lTa3N0TnRsN2xwODF0bFprS1pOTHN0N1FvamU5Q09zaThkYW5MdWNBdThrWllMeVFZVDdHSERRNTJuN1J4WUk1aHh6dmpfaFVFTkFOTTRxTnNneW85RlgxejRZZ0t2Z0dMTFRzbVNTQ0t6M01aQTluN3l4SThjaWRsWGJHdW52RnBNWdIB_gFBVV95cUxNSEhlaEdMN0xRU2xxalM4OG5qMmhpc1lTdU10ZUR0VjI0U1ZDM2JOQ0xOWWNiZFZHNnFRSDVfSE1NTkR5OEJsU3lXdGhMMDc3ekhKLTY4YnR0aGUzenNkNFFLbG5TQmFlejdjSVJLZGJiUE5wNFdZVUpRcGNCeG9PWktCT0d2UTIzV1o1TG9YcU1KYk5seXNUQ1VuNkFWNHFVTGwzc01KT19IRHBCNFlKeVhvWUJvb1I5enUzaDFiaFhITEJqRElJZ2xpdnItaW5idVBKbnpsVlJBbDA5WnIzTm1FZ0Ruc3c2Vmd2WUowanBpOWU3SXIyTnJfMkk1dw?oc=5,https://news.google.com/rss/articles/CBMi-AFBVV95cUxPZVo1YkROVGIzdmhTUEYyWS1EdkxmOVFJTmZ3NnRKczdyUHNQOXFqMlNzMWNWempZZ05vTFowVUdST1prQnpDVDhxck11WDRRUlhwT1ZxR25Vd01MMjhFdUVBS1ZaYktmRlJxMGQtbHNMbENDY0lTa3N0TnRsN2xwODF0bFprS1pOTHN0N1FvamU5Q09zaThkYW5MdWNBdThrWllMeVFZVDdHSERRNTJuN1J4WUk1aHh6dmpfaFVFTkFOTTRxTnNneW85RlgxejRZZ0t2Z0dMTFRzbVNTQ0t6M01aQTluN3l4SThjaWRsWGJHdW52RnBNWdIB_gFBVV95cUxNSEhlaEdMN0xRU2xxalM4OG5qMmhpc1lTdU10ZUR0VjI0U1ZDM2JOQ0xOWWNiZFZHNnFRSDVfSE1NTkR5OEJsU3lXdGhMMDc3ekhKLTY4YnR0aGUzenNkNFFLbG5TQmFlejdjSVJLZGJiUE5wNFdZVUpRcGNCeG9PWktCT0d2UTIzV1o1TG9YcU1KYk5seXNUQ1VuNkFWNHFVTGwzc01KT19IRHBCNFlKeVhvWUJvb1I5enUzaDFiaFhITEJqRElJZ2xpdnItaW5idVBKbnpsVlJBbDA5WnIzTm1FZ0Ruc3c2Vmd2WUowanBpOWU3SXIyTnJfMkk1dw?oc=5
MATCH_UNCERTAIN,MEDIUM,T-fc60669753ff,MPPMCL,"Adani Power bags 1,600 MW thermal project from MPPMCL; to invest Rs 21,000 cr - cfo.economictimes.indiatimes.com",Unclassified,1600.0,"record built from a headline, not a tender page; confirm it is a real tender",https://news.google.com/rss/articles/CBMi-AFBVV95cUxPZVo1YkROVGIzdmhTUEYyWS1EdkxmOVFJTmZ3NnRKczdyUHNQOXFqMlNzMWNWempZZ05vTFowVUdST1prQnpDVDhxck11WDRRUlhwT1ZxR25Vd01MMjhFdUVBS1ZaYktmRlJxMGQtbHNMbENDY0lTa3N0TnRsN2xwODF0bFprS1pOTHN0N1FvamU5Q09zaThkYW5MdWNBdThrWllMeVFZVDdHSERRNTJuN1J4WUk1aHh6dmpfaFVFTkFOTTRxTnNneW85RlgxejRZZ0t2Z0dMTFRzbVNTQ0t6M01aQTluN3l4SThjaWRsWGJHdW52RnBNWdIB_gFBVV95cUxNSEhlaEdMN0xRU2xxalM4OG5qMmhpc1lTdU10ZUR0VjI0U1ZDM2JOQ0xOWWNiZFZHNnFRSDVfSE1NTkR5OEJsU3lXdGhMMDc3ekhKLTY4YnR0aGUzenNkNFFLbG5TQmFlejdjSVJLZGJiUE5wNFdZVUpRcGNCeG9PWktCT0d2UTIzV1o1TG9YcU1KYk5seXNUQ1VuNkFWNHFVTGwzc01KT19IRHBCNFlKeVhvWUJvb1I5enUzaDFiaFhITEJqRElJZ2xpdnItaW5idVBKbnpsVlJBbDA5WnIzTm1FZ0Ruc3c2Vmd2WUowanBpOWU3SXIyTnJfMkk1dw?oc=5,https://news.google.com/rss/articles/CBMi-AFBVV95cUxPZVo1YkROVGIzdmhTUEYyWS1EdkxmOVFJTmZ3NnRKczdyUHNQOXFqMlNzMWNWempZZ05vTFowVUdST1prQnpDVDhxck11WDRRUlhwT1ZxR25Vd01MMjhFdUVBS1ZaYktmRlJxMGQtbHNMbENDY0lTa3N0TnRsN2xwODF0bFprS1pOTHN0N1FvamU5Q09zaThkYW5MdWNBdThrWllMeVFZVDdHSERRNTJuN1J4WUk1aHh6dmpfaFVFTkFOTTRxTnNneW85RlgxejRZZ0t2Z0dMTFRzbVNTQ0t6M01aQTluN3l4SThjaWRsWGJHdW52RnBNWdIB_gFBVV95cUxNSEhlaEdMN0xRU2xxalM4OG5qMmhpc1lTdU10ZUR0VjI0U1ZDM2JOQ0xOWWNiZFZHNnFRSDVfSE1NTkR5OEJsU3lXdGhMMDc3ekhKLTY4YnR0aGUzenNkNFFLbG5TQmFlejdjSVJLZGJiUE5wNFdZVUpRcGNCeG9PWktCT0d2UTIzV1o1TG9YcU1KYk5seXNUQ1VuNkFWNHFVTGwzc01KT19IRHBCNFlKeVhvWUJvb1I5enUzaDFiaFhITEJqRElJZ2xpdnItaW5idVBKbnpsVlJBbDA5WnIzTm1FZ0Ruc3c2Vmd2WUowanBpOWU3SXIyTnJfMkk1dw?oc=5
TARIFF_MISSING,MEDIUM,T-6697f371e816,MSEDCL,Adani Power bags 1600 MW power supply contract from MSEDCL - energy.economictimes.indiatimes.com,Unclassified,1600.0,winner known but no tariff; check the award article or agency release,https://news.google.com/rss/articles/CBMitwFBVV95cUxNY2w4ekJKU1BNRmE2YmM1UzZKUGxUbGl2azBuUUVqNkpNamRqSlpMQTdaSVgyX3RqbkxRMnZCVktHdFNwdk9ialpaMDBhNE9zb25fVHl6UmVPV2l5WnNNTVp5RHlqcjBjdVlMQVVRNmkyaWtqbkMxNHZaem9uWkNzMGtGUkEzWkpWdldvRkNKTDJudFJ3MmNaeUswbWNDLWJxT2lXcld6dGEtamRnREFuQ0c3LW9Wb3fSAbwBQVVfeXFMTkdPd2lCNjdnRGkzNUdub3lrMDBfTlp2Z193Smt2TWZGcGI5S1duZmw4U05iWWRFSk15U0VGVm1qYTJzeXgxZ0FzUmttYlBTUGgxY0RWbldkMGZJZVZ3N1Brc1N5Mi0zdzgyMXAyVWtxWktOWmJzRndjOEtYek90UG8ycnNMdDRWMmlNRW1laDBLTkNnRkFFLUptd08tVDAxTDNGTE1TZmpkS01ROVc5ZkUyTHlxY1BfTGZtNFk?oc=5,https://news.google.com/rss/articles/CBMitwFBVV95cUxNY2w4ekJKU1BNRmE2YmM1UzZKUGxUbGl2azBuUUVqNkpNamRqSlpMQTdaSVgyX3RqbkxRMnZCVktHdFNwdk9ialpaMDBhNE9zb25fVHl6UmVPV2l5WnNNTVp5RHlqcjBjdVlMQVVRNmkyaWtqbkMxNHZaem9uWkNzMGtGUkEzWkpWdldvRkNKTDJudFJ3MmNaeUswbWNDLWJxT2lXcld6dGEtamRnREFuQ0c3LW9Wb3fSAbwBQVVfeXFMTkdPd2lCNjdnRGkzNUdub3lrMDBfTlp2Z193Smt2TWZGcGI5S1duZmw4U05iWWRFSk15U0VGVm1qYTJzeXgxZ0FzUmttYlBTUGgxY0RWbldkMGZJZVZ3N1Brc1N5Mi0zdzgyMXAyVWtxWktOWmJzRndjOEtYek90UG8ycnNMdDRWMmlNRW1laDBLTkNnRkFFLUptd08tVDAxTDNGTE1TZmpkS01ROVc5ZkUyTHlxY1BfTGZtNFk?oc=5
MATCH_UNCERTAIN,MEDIUM,T-6697f371e816,MSEDCL,Adani Power bags 1600 MW power supply contract from MSEDCL - energy.economictimes.indiatimes.com,Unclassified,1600.0,"record built from a headline, not a tender page; confirm it is a real tender",https://news.google.com/rss/articles/CBMitwFBVV95cUxNY2w4ekJKU1BNRmE2YmM1UzZKUGxUbGl2azBuUUVqNkpNamRqSlpMQTdaSVgyX3RqbkxRMnZCVktHdFNwdk9ialpaMDBhNE9zb25fVHl6UmVPV2l5WnNNTVp5RHlqcjBjdVlMQVVRNmkyaWtqbkMxNHZaem9uWkNzMGtGUkEzWkpWdldvRkNKTDJudFJ3MmNaeUswbWNDLWJxT2lXcld6dGEtamRnREFuQ0c3LW9Wb3fSAbwBQVVfeXFMTkdPd2lCNjdnRGkzNUdub3lrMDBfTlp2Z193Smt2TWZGcGI5S1duZmw4U05iWWRFSk15U0VGVm1qYTJzeXgxZ0FzUmttYlBTUGgxY0RWbldkMGZJZVZ3N1Brc1N5Mi0zdzgyMXAyVWtxWktOWmJzRndjOEtYek90UG8ycnNMdDRWMmlNRW1laDBLTkNnRkFFLUptd08tVDAxTDNGTE1TZmpkS01ROVc5ZkUyTHlxY1BfTGZtNFk?oc=5,https://news.google.com/rss/articles/CBMitwFBVV95cUxNY2w4ekJKU1BNRmE2YmM1UzZKUGxUbGl2azBuUUVqNkpNamRqSlpMQTdaSVgyX3RqbkxRMnZCVktHdFNwdk9ialpaMDBhNE9zb25fVHl6UmVPV2l5WnNNTVp5RHlqcjBjdVlMQVVRNmkyaWtqbkMxNHZaem9uWkNzMGtGUkEzWkpWdldvRkNKTDJudFJ3MmNaeUswbWNDLWJxT2lXcld6dGEtamRnREFuQ0c3LW9Wb3fSAbwBQVVfeXFMTkdPd2lCNjdnRGkzNUdub3lrMDBfTlp2Z193Smt2TWZGcGI5S1duZmw4U05iWWRFSk15U0VGVm1qYTJzeXgxZ0FzUmttYlBTUGgxY0RWbldkMGZJZVZ3N1Brc1N5Mi0zdzgyMXAyVWtxWktOWmJzRndjOEtYek90UG8ycnNMdDRWMmlNRW1laDBLTkNnRkFFLUptd08tVDAxTDNGTE1TZmpkS01ROVc5ZkUyTHlxY1BfTGZtNFk?oc=5
TARIFF_MISSING,MEDIUM,T-b5827573c02f,MSEDCL,"Adani Power Limited Wins 1,600 MW Supply Order From MSEDCL - sarkaritel.com",Unclassified,1600.0,winner known but no tariff; check the award article or agency release,https://news.google.com/rss/articles/CBMimAFBVV95cUxPNHZQNXpCaTVRWUNzeDJKRS1rUkxoQzRoQjc1SXNneWlqU0JQU1dWQzUxdTFMYzlLeTFxZXdFS2hYTHBVMEpSN3Z4VkE3bm1YQVZpSjNSTUQtdG5QRVd0djBTNFh2R1A4NjNjMDREQnp0THA5ZEllX2lnWldzaWplekVhd3ZqTkZQcWwzcEFNZ1I3YWhvY1JuaA?oc=5,https://news.google.com/rss/articles/CBMimAFBVV95cUxPNHZQNXpCaTVRWUNzeDJKRS1rUkxoQzRoQjc1SXNneWlqU0JQU1dWQzUxdTFMYzlLeTFxZXdFS2hYTHBVMEpSN3Z4VkE3bm1YQVZpSjNSTUQtdG5QRVd0djBTNFh2R1A4NjNjMDREQnp0THA5ZEllX2lnWldzaWplekVhd3ZqTkZQcWwzcEFNZ1I3YWhvY1JuaA?oc=5
MATCH_UNCERTAIN,MEDIUM,T-b5827573c02f,MSEDCL,"Adani Power Limited Wins 1,600 MW Supply Order From MSEDCL - sarkaritel.com",Unclassified,1600.0,"record built from a headline, not a tender page; confirm it is a real tender",https://news.google.com/rss/articles/CBMimAFBVV95cUxPNHZQNXpCaTVRWUNzeDJKRS1rUkxoQzRoQjc1SXNneWlqU0JQU1dWQzUxdTFMYzlLeTFxZXdFS2hYTHBVMEpSN3Z4VkE3bm1YQVZpSjNSTUQtdG5QRVd0djBTNFh2R1A4NjNjMDREQnp0THA5ZEllX2lnWldzaWplekVhd3ZqTkZQcWwzcEFNZ1I3YWhvY1JuaA?oc=5,https://news.google.com/rss/articles/CBMimAFBVV95cUxPNHZQNXpCaTVRWUNzeDJKRS1rUkxoQzRoQjc1SXNneWlqU0JQU1dWQzUxdTFMYzlLeTFxZXdFS2hYTHBVMEpSN3Z4VkE3bm1YQVZpSjNSTUQtdG5QRVd0djBTNFh2R1A4NjNjMDREQnp0THA5ZEllX2lnWldzaWplekVhd3ZqTkZQcWwzcEFNZ1I3YWhvY1JuaA?oc=5
TARIFF_MISSING,MEDIUM,T-0d0321969a77,MSEDCL,"Adani Power shares jumps 5% after MSEDCL awards 1,600 MW long-term supply contract - The Economic Times",Unclassified,1600.0,winner known but no tariff; check the award article or agency release,https://news.google.com/rss/articles/CBMi6gFBVV95cUxOLW1uVVNBRDJCSkhSV2hUbVc0ajMxZWV2QjV2Z3o2YW5TeFI0UXUxclREeWgyODg2c1VBMkQwemV5ZHNCWksxZTBGZFY2NzVxdVBNRHlaNWJMNHphY1lRRHE5ZGVEZktUWjRKSXJvLTRET1RnREtqaFNqdUxxWlZ1YndiX0hvVVJ2TWY3NkZvMVhGWmtXWHpIRGk4YlJWMmhlWk1qZVVRM3BjeDh0TGtvemY0aWd4V0RsRWJOTFpzNWR5OTYyVF9mbEpEYTNjVDYzQWFDUENHNm5jZmtnalRERW96VkRqRUcyR0HSAe8BQVVfeXFMT2NXamVXNXhyUkx4OUtOaTBhM2tON05qRmxoakNTU24wTVlUZVdYaGVWTzhoamlSazc0Z0lJUnhvX2J0QzRYZ0pLam1BaTJTN0JIekF4WVlFLWMyUzBVLVFncUtBNW9JQ1Z4OTk3SjlFNTlkUWdhU1hKcjJ1cFlkeTlnMjREZ18wdmVHRl9aR3FaLXJhU2tULVdKOHdsU3pqX2lxQnZxRVBWN2ZNbUJ1Ymp2Z016X3FEV0NzN3ViUURxSjBneWEyZGp4Um4tVGRWZE1ILUpQXzJJQU8xZ0xYblQ2ckl2SXVPOC1sYm9HMlU?oc=5,https://news.google.com/rss/articles/CBMi6gFBVV95cUxOLW1uVVNBRDJCSkhSV2hUbVc0ajMxZWV2QjV2Z3o2YW5TeFI0UXUxclREeWgyODg2c1VBMkQwemV5ZHNCWksxZTBGZFY2NzVxdVBNRHlaNWJMNHphY1lRRHE5ZGVEZktUWjRKSXJvLTRET1RnREtqaFNqdUxxWlZ1YndiX0hvVVJ2TWY3NkZvMVhGWmtXWHpIRGk4YlJWMmhlWk1qZVVRM3BjeDh0TGtvemY0aWd4V0RsRWJOTFpzNWR5OTYyVF9mbEpEYTNjVDYzQWFDUENHNm5jZmtnalRERW96VkRqRUcyR0HSAe8BQVVfeXFMT2NXamVXNXhyUkx4OUtOaTBhM2tON05qRmxoakNTU24wTVlUZVdYaGVWTzhoamlSazc0Z0lJUnhvX2J0QzRYZ0pLam1BaTJTN0JIekF4WVlFLWMyUzBVLVFncUtBNW9JQ1Z4OTk3SjlFNTlkUWdhU1hKcjJ1cFlkeTlnMjREZ18wdmVHRl9aR3FaLXJhU2tULVdKOHdsU3pqX2lxQnZxRVBWN2ZNbUJ1Ymp2Z016X3FEV0NzN3ViUURxSjBneWEyZGp4Um4tVGRWZE1ILUpQXzJJQU8xZ0xYblQ2ckl2SXVPOC1sYm9HMlU?oc=5
MATCH_UNCERTAIN,MEDIUM,T-0d0321969a77,MSEDCL,"Adani Power shares jumps 5% after MSEDCL awards 1,600 MW long-term supply contract - The Economic Times",Unclassified,1600.0,"record built from a headline, not a tender page; confirm it is a real tender",https://news.google.com/rss/articles/CBMi6gFBVV95cUxOLW1uVVNBRDJCSkhSV2hUbVc0ajMxZWV2QjV2Z3o2YW5TeFI0UXUxclREeWgyODg2c1VBMkQwemV5ZHNCWksxZTBGZFY2NzVxdVBNRHlaNWJMNHphY1lRRHE5ZGVEZktUWjRKSXJvLTRET1RnREtqaFNqdUxxWlZ1YndiX0hvVVJ2TWY3NkZvMVhGWmtXWHpIRGk4YlJWMmhlWk1qZVVRM3BjeDh0TGtvemY0aWd4V0RsRWJOTFpzNWR5OTYyVF9mbEpEYTNjVDYzQWFDUENHNm5jZmtnalRERW96VkRqRUcyR0HSAe8BQVVfeXFMT2NXamVXNXhyUkx4OUtOaTBhM2tON05qRmxoakNTU24wTVlUZVdYaGVWTzhoamlSazc0Z0lJUnhvX2J0QzRYZ0pLam1BaTJTN0JIekF4WVlFLWMyUzBVLVFncUtBNW9JQ1Z4OTk3SjlFNTlkUWdhU1hKcjJ1cFlkeTlnMjREZ18wdmVHRl9aR3FaLXJhU2tULVdKOHdsU3pqX2lxQnZxRVBWN2ZNbUJ1Ymp2Z016X3FEV0NzN3ViUURxSjBneWEyZGp4Um4tVGRWZE1ILUpQXzJJQU8xZ0xYblQ2ckl2SXVPOC1sYm9HMlU?oc=5,https://news.google.com/rss/articles/CBMi6gFBVV95cUxOLW1uVVNBRDJCSkhSV2hUbVc0ajMxZWV2QjV2Z3o2YW5TeFI0UXUxclREeWgyODg2c1VBMkQwemV5ZHNCWksxZTBGZFY2NzVxdVBNRHlaNWJMNHphY1lRRHE5ZGVEZktUWjRKSXJvLTRET1RnREtqaFNqdUxxWlZ1YndiX0hvVVJ2TWY3NkZvMVhGWmtXWHpIRGk4YlJWMmhlWk1qZVVRM3BjeDh0TGtvemY0aWd4V0RsRWJOTFpzNWR5OTYyVF9mbEpEYTNjVDYzQWFDUENHNm5jZmtnalRERW96VkRqRUcyR0HSAe8BQVVfeXFMT2NXamVXNXhyUkx4OUtOaTBhM2tON05qRmxoakNTU24wTVlUZVdYaGVWTzhoamlSazc0Z0lJUnhvX2J0QzRYZ0pLam1BaTJTN0JIekF4WVlFLWMyUzBVLVFncUtBNW9JQ1Z4OTk3SjlFNTlkUWdhU1hKcjJ1cFlkeTlnMjREZ18wdmVHRl9aR3FaLXJhU2tULVdKOHdsU3pqX2lxQnZxRVBWN2ZNbUJ1Ymp2Z016X3FEV0NzN3ViUURxSjBneWEyZGp4Um4tVGRWZE1ILUpQXzJJQU8xZ0xYblQ2ckl2SXVPOC1sYm9HMlU?oc=5
TARIFF_MISSING,MEDIUM,T-1794aa33ca43,MSEDCL,"Adani Power: Company Secures LOA From MSEDCL For 1,600 MW Long-Term Power Agreement - scanx.trade",Unclassified,1600.0,winner known but no tariff; check the award article or agency release,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQWm9ydnhLbkZQb1BVZDB0MmRwTXpJOVo2MlMyTmJyUlU5UG9MQmpNWWZnOEtVRzc5bGRmMjFVdlZBZHBGRzhpNHVndVl1ZVJoLTV2V0QxcXFfbUpEZXl2aFM3VmlFREg5ajZrVDc0ZC1tNnZMaVFDVTdxYTZ0d0tpR0hYRDZDSXR5ZERqOEJPQl80YW1tRS0xeVlPTEV1eTItMlRPdDFKWXNtOFgtOUhOWmpKRVRFb01xY2JSNGpZT21mcHhabnZaNg?oc=5,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQWm9ydnhLbkZQb1BVZDB0MmRwTXpJOVo2MlMyTmJyUlU5UG9MQmpNWWZnOEtVRzc5bGRmMjFVdlZBZHBGRzhpNHVndVl1ZVJoLTV2V0QxcXFfbUpEZXl2aFM3VmlFREg5ajZrVDc0ZC1tNnZMaVFDVTdxYTZ0d0tpR0hYRDZDSXR5ZERqOEJPQl80YW1tRS0xeVlPTEV1eTItMlRPdDFKWXNtOFgtOUhOWmpKRVRFb01xY2JSNGpZT21mcHhabnZaNg?oc=5
MATCH_UNCERTAIN,MEDIUM,T-1794aa33ca43,MSEDCL,"Adani Power: Company Secures LOA From MSEDCL For 1,600 MW Long-Term Power Agreement - scanx.trade",Unclassified,1600.0,"record built from a headline, not a tender page; confirm it is a real tender",https://news.google.com/rss/articles/CBMiyAFBVV95cUxQWm9ydnhLbkZQb1BVZDB0MmRwTXpJOVo2MlMyTmJyUlU5UG9MQmpNWWZnOEtVRzc5bGRmMjFVdlZBZHBGRzhpNHVndVl1ZVJoLTV2V0QxcXFfbUpEZXl2aFM3VmlFREg5ajZrVDc0ZC1tNnZMaVFDVTdxYTZ0d0tpR0hYRDZDSXR5ZERqOEJPQl80YW1tRS0xeVlPTEV1eTItMlRPdDFKWXNtOFgtOUhOWmpKRVRFb01xY2JSNGpZT21mcHhabnZaNg?oc=5,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQWm9ydnhLbkZQb1BVZDB0MmRwTXpJOVo2MlMyTmJyUlU5UG9MQmpNWWZnOEtVRzc5bGRmMjFVdlZBZHBGRzhpNHVndVl1ZVJoLTV2V0QxcXFfbUpEZXl2aFM3VmlFREg5ajZrVDc0ZC1tNnZMaVFDVTdxYTZ0d0tpR0hYRDZDSXR5ZERqOEJPQl80YW1tRS0xeVlPTEV1eTItMlRPdDFKWXNtOFgtOUhOWmpKRVRFb01xY2JSNGpZT21mcHhabnZaNg?oc=5
